Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Low stock level;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URLs (x,y,z...);Image alt texts (x,y,z...);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
1;;Wersja językowa:radio:0;PL:0;;;;;;;;390;;;;1;;;;;;;;
1;;Wersja językowa:radio:0;EN:0;;;;;;;;195;;;;;;;;;;;;
10;;Wersja językowa:radio:0;PL:0;;;;;;;;244;;;;1;;;;;;;;
10;;Wersja językowa:radio:0;EN:0;;;;;;;;122;;;;;;;;;;;;
100;;Wersja językowa:radio:0;PL:0;;;;;;;;562;;;;1;;;;;;;;
100;;Wersja językowa:radio:0;EN:0;;;;;;;;281;;;;;;;;;;;;
101;;Wersja językowa:radio:0;PL:0;;;;;;;;322;;;;1;;;;;;;;
101;;Wersja językowa:radio:0;EN:0;;;;;;;;161;;;;;;;;;;;;
102;;Wersja językowa:radio:0;PL:0;;;;;;;;566;;;;1;;;;;;;;
102;;Wersja językowa:radio:0;EN:0;;;;;;;;283;;;;;;;;;;;;
103;;Wersja językowa:radio:0;PL:0;;;;;;;;954;;;;1;;;;;;;;
103;;Wersja językowa:radio:0;EN:0;;;;;;;;477;;;;;;;;;;;;
104;;Wersja językowa:radio:0;PL:0;;;;;;;;226;;;;1;;;;;;;;
104;;Wersja językowa:radio:0;EN:0;;;;;;;;113;;;;;;;;;;;;
105;;Wersja językowa:radio:0;PL:0;;;;;;;;316;;;;1;;;;;;;;
105;;Wersja językowa:radio:0;EN:0;;;;;;;;158;;;;;;;;;;;;
106;;Wersja językowa:radio:0;PL:0;;;;;;;;630;;;;1;;;;;;;;
106;;Wersja językowa:radio:0;EN:0;;;;;;;;315;;;;;;;;;;;;
107;;Wersja językowa:radio:0;PL:0;;;;;;;;570;;;;1;;;;;;;;
107;;Wersja językowa:radio:0;EN:0;;;;;;;;285;;;;;;;;;;;;
108;;Wersja językowa:radio:0;PL:0;;;;;;;;882;;;;1;;;;;;;;
108;;Wersja językowa:radio:0;EN:0;;;;;;;;441;;;;;;;;;;;;
109;;Wersja językowa:radio:0;PL:0;;;;;;;;702;;;;1;;;;;;;;
109;;Wersja językowa:radio:0;EN:0;;;;;;;;351;;;;;;;;;;;;
11;;Wersja językowa:radio:0;PL:0;;;;;;;;916;;;;1;;;;;;;;
11;;Wersja językowa:radio:0;EN:0;;;;;;;;458;;;;;;;;;;;;
110;;Wersja językowa:radio:0;PL:0;;;;;;;;66;;;;1;;;;;;;;
110;;Wersja językowa:radio:0;EN:0;;;;;;;;33;;;;;;;;;;;;
111;;Wersja językowa:radio:0;PL:0;;;;;;;;238;;;;1;;;;;;;;
111;;Wersja językowa:radio:0;EN:0;;;;;;;;119;;;;;;;;;;;;
112;;Wersja językowa:radio:0;PL:0;;;;;;;;734;;;;1;;;;;;;;
112;;Wersja językowa:radio:0;EN:0;;;;;;;;367;;;;;;;;;;;;
113;;Wersja językowa:radio:0;PL:0;;;;;;;;20;;;;1;;;;;;;;
113;;Wersja językowa:radio:0;EN:0;;;;;;;;10;;;;;;;;;;;;
114;;Wersja językowa:radio:0;PL:0;;;;;;;;484;;;;1;;;;;;;;
114;;Wersja językowa:radio:0;EN:0;;;;;;;;242;;;;;;;;;;;;
115;;Wersja językowa:radio:0;PL:0;;;;;;;;16;;;;1;;;;;;;;
115;;Wersja językowa:radio:0;EN:0;;;;;;;;8;;;;;;;;;;;;
116;;Wersja językowa:radio:0;PL:0;;;;;;;;770;;;;1;;;;;;;;
116;;Wersja językowa:radio:0;EN:0;;;;;;;;385;;;;;;;;;;;;
117;;Wersja językowa:radio:0;PL:0;;;;;;;;732;;;;1;;;;;;;;
117;;Wersja językowa:radio:0;EN:0;;;;;;;;366;;;;;;;;;;;;
118;;Wersja językowa:radio:0;PL:0;;;;;;;;210;;;;1;;;;;;;;
118;;Wersja językowa:radio:0;EN:0;;;;;;;;105;;;;;;;;;;;;
119;;Wersja językowa:radio:0;PL:0;;;;;;;;916;;;;1;;;;;;;;
119;;Wersja językowa:radio:0;EN:0;;;;;;;;458;;;;;;;;;;;;
12;;Wersja językowa:radio:0;PL:0;;;;;;;;890;;;;1;;;;;;;;
12;;Wersja językowa:radio:0;EN:0;;;;;;;;445;;;;;;;;;;;;
120;;Wersja językowa:radio:0;PL:0;;;;;;;;848;;;;1;;;;;;;;
120;;Wersja językowa:radio:0;EN:0;;;;;;;;424;;;;;;;;;;;;
121;;Wersja językowa:radio:0;PL:0;;;;;;;;404;;;;1;;;;;;;;
121;;Wersja językowa:radio:0;EN:0;;;;;;;;202;;;;;;;;;;;;
122;;Wersja językowa:radio:0;PL:0;;;;;;;;368;;;;1;;;;;;;;
122;;Wersja językowa:radio:0;EN:0;;;;;;;;184;;;;;;;;;;;;
123;;Wersja językowa:radio:0;PL:0;;;;;;;;838;;;;1;;;;;;;;
123;;Wersja językowa:radio:0;EN:0;;;;;;;;419;;;;;;;;;;;;
124;;Wersja językowa:radio:0;PL:0;;;;;;;;444;;;;1;;;;;;;;
124;;Wersja językowa:radio:0;EN:0;;;;;;;;222;;;;;;;;;;;;
125;;Wersja językowa:radio:0;PL:0;;;;;;;;278;;;;1;;;;;;;;
125;;Wersja językowa:radio:0;EN:0;;;;;;;;139;;;;;;;;;;;;
126;;Wersja językowa:radio:0;PL:0;;;;;;;;922;;;;1;;;;;;;;
126;;Wersja językowa:radio:0;EN:0;;;;;;;;461;;;;;;;;;;;;
127;;Wersja językowa:radio:0;PL:0;;;;;;;;60;;;;1;;;;;;;;
127;;Wersja językowa:radio:0;EN:0;;;;;;;;30;;;;;;;;;;;;
128;;Wersja językowa:radio:0;PL:0;;;;;;;;574;;;;1;;;;;;;;
128;;Wersja językowa:radio:0;EN:0;;;;;;;;287;;;;;;;;;;;;
129;;Wersja językowa:radio:0;PL:0;;;;;;;;814;;;;1;;;;;;;;
129;;Wersja językowa:radio:0;EN:0;;;;;;;;407;;;;;;;;;;;;
13;;Wersja językowa:radio:0;PL:0;;;;;;;;972;;;;1;;;;;;;;
13;;Wersja językowa:radio:0;EN:0;;;;;;;;486;;;;;;;;;;;;
130;;Wersja językowa:radio:0;PL:0;;;;;;;;912;;;;1;;;;;;;;
130;;Wersja językowa:radio:0;EN:0;;;;;;;;456;;;;;;;;;;;;
131;;Wersja językowa:radio:0;PL:0;;;;;;;;142;;;;1;;;;;;;;
131;;Wersja językowa:radio:0;EN:0;;;;;;;;71;;;;;;;;;;;;
132;;Wersja językowa:radio:0;PL:0;;;;;;;;382;;;;1;;;;;;;;
132;;Wersja językowa:radio:0;EN:0;;;;;;;;191;;;;;;;;;;;;
133;;Wersja językowa:radio:0;PL:0;;;;;;;;402;;;;1;;;;;;;;
133;;Wersja językowa:radio:0;EN:0;;;;;;;;201;;;;;;;;;;;;
134;;Wersja językowa:radio:0;PL:0;;;;;;;;506;;;;1;;;;;;;;
134;;Wersja językowa:radio:0;EN:0;;;;;;;;253;;;;;;;;;;;;
135;;Wersja językowa:radio:0;PL:0;;;;;;;;762;;;;1;;;;;;;;
