Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
1;1;Naprzód (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_1;demo_1;;;;;;;;;;;;298;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
2;1;Kraina lodu 2 (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_2;demo_2;;;;;;;;;;;;659;1;;0;both;;;;;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
3;1;Czarownica 2 (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_3;demo_3;;;;;;;;;;;;819;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
4;1;Western stars (DVD);1004,1001,1000;32.51;1;23.79;1;;;;;demo_4;demo_4;;;;;;;;;;;;400;1;;0;both;;;;;Bruce Springsteen przenosi na ekran swój najnowszy studyjny album Western Stars, wykonując każdą z trzynastu piosenek z zespołem i orkiestrą w swojej prawie stuletniej stodole. Western Stars to debiut reżyserski Springsteena. W realizacji filmu brał udział jego stały współpracownik Thom Zimny, dzięki temu poznajemy życie i twórczość tego wielkiego amerykańskiego artysty z zupełnie innej strony. Film łączy materiały dokumentalne z koncertów, wspomnienia Springsteena i jego prywatne nagrania z zapierającymi dech w piersiach widokami amerykańskiego Zachodu. Jednym słowem – to opowieść o miłości i stracie, odosobnieniu, rodzinie i wiecznym poszukiwaniu bezkresnej przestrzeni.;;;;;western-stars-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
5;1;Mr. Gaga (DVD);1004,1001,1000;16.25;1;11.89;1;;;;;demo_5;demo_5;;;;;;;;;;;;541;1;;0;both;;;;;„Mr. Gaga” opowiada o Ohadzie Naharinie, genialnym choreografie i prowadzonej przez niego Batsheva Dance Company. Reżyser Tomer Heymann przez 8 lat rejestrował spektakle i życie człowieka, który zrewolucjonizował język tańca. Naharin opracował język ruchu – GAGA, pozwalający zrozumieć związek ruchu i ciała z naszymi emocjami. W połączeniu z niepokazywanym dotychczas materiałem archiwalnym oraz fragmentami tanecznych spektakli Batshevy dostajemy fascynującą historię człowieka, który stał się ikoną tańca współczesnego.;;;;;mr-gaga-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
6;1;Nasze miejsce na Ziemi (DVD);1004,1001,1000;21.94;1;16.05;1;;;;;demo_6;demo_6;;;;;;;;;;;;538;1;;0;both;;;;;Obsypany nagrodami na kilkunastu festiwalach filmowych niezwykły film dokumentalny, który ogląda się jak najlepszą fabułę. Realizowany przez osiem lat hołd złożony niezwykłemu bogactwu otaczającej nas przyrody, którą musimy nauczyć się rozumieć zanim będzie za późno. Nieocenione źródło wiedzy o świecie, który okazuje się znacznie bardziej niezwykły, niż nam się wydaje.Znakomity reżyser John Chester wraz z żoną Molly muszą opuścić swoje małe mieszkanko w Los Angeles. Wszystko za sprawą ukochanego psa Todda, którego szczekanie drażni sąsiadów. Chesterowie traktują swoje wygnanie jako pretekst do realizacji marzenia o własnej farmie, funkcjonującej w zgodzie z prawami natury. 80 hektarów ziemi w upalnej Kalifornii staje się odtąd ich nowym domem. Z pomocą przyjaciół i zapaleńców z całego świata, Jack i Molly realizują wyjątkowy projekt: 10 tysięcy drzew, ponad 200 rodzajów upraw i dziesiątki gatunków zwierząt żyjących w zgodzie ze sobą i swoją naturą, a wszystko to bez udziału szkodliwej chemii i bezdusznej technologii.;;;;;nasze-miejsce-na-ziemi-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
7;1;Tylko sprawiedliwość (DVD);1005,1001,1000;32.51;1;23.79;1;;;;;demo_7;demo_7;;;;;;;;;;;;949;1;;0;both;;;;;Przejmująca historia absolwenta Harvardu Bryna Stevensona, który odrzuca lukratywne propozycje pracy, by w Alabamie bronić niesłusznie oskarżonych. Wspierany przez miejscową adwokat podejmuje się głośnej sprawy McMilliana skazanego na śmierć za morderstwo. W obliczu jawnego rasizmu i politycznych gierek Bryan broni Waltera i innych skazańców.;;;;;tylko-sprawiedliwosc-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
8;1;Big Love;1005,1001,1000;4.06;1;2.97;1;;;;;demo_8;demo_8;;;;;;;;;;;;931;1;;0;both;;;;;"Big Love to polski film fabularny z 2012 roku w reżyserii Barbary Białowąs. W rolach głównych wystąpili Aleksandra Hamkało oraz Antoni Pawlicki.
";;;;;big-love-1;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
9;1;Droga powrotna (DVD);1005,1001,1000;32.51;1;23.79;1;;;;;demo_9;demo_9;;;;;;;;;;;;309;1;;0;both;;;;;Jack Cunningham (Ben Affleck) był w liceum gwiazdą koszykówki, rysowała się przed nim obiecująca przyszłość. Niespodziewanie porzucił sport. Po latach zmaga się z alkoholizmem, zapłacił już małżeństwem i nadzieją na lepsze życie. Propozycja objęcia funkcji trenera koszykówki w jego dawnej szkole jest pretekstem do stawienia czoła rozterkom duszy. Czy to wystarczy, żeby zabliźniły się głębokie rany z przeszłości? Czy Jack wreszcie przejdzie wewnętrzną przemianę?;;;;;droga-powrotna-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
10;1;Gwiezdne Wojny: Skywalker. Odrodzenie (DVD);1006,1001,1000;28.45;1;20.82;1;;;;;demo_10;demo_10;;;;;;;;;;;;109;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
11;1;The Hunger Games: Mockingjay - Part 2;1006,1001,1000;4.06;1;2.97;1;;;;;demo_11;demo_11;;;;;;;;;;;;362;1;;0;both;;;;;"Katniss Everdeen i przywódcy Dystryktu 13 rozpoczynają wielką ofensywą przeciwko Kapitolowi. Walka toczy się już nie tylko o przetrwanie, ale o przyszłość całego narodu. Katniss wspierana przez Gale’a, Finnicka oraz Peetę planuje zamach na Prezydenta Snowa. Bezwzględni wrogowie i moralne wybory, przed którymi stanie Katniss, będą dla niej większym wyzwaniem niż cokolwiek, co wcześniej przeżyła na arenach Głodowych Igrzysk.
";;;;;the-hunger-games-mockingjay-part-2-2;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
12;1;Czarownica 2 (DVD);1006,1001,1000;32.51;1;23.79;1;;;;;demo_12;demo_12;;;;;;;;;;;;855;1;;0;both;;;;;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;;0;new;1;;;;;;;;;;;;;
