Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
1;1;Naprzód (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_1;demo_1;;;;;;;;;;;;;1;;0;both;;;;Film;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Scanlon Dan   :3,Czas trwania [min]:98 :7,Kraj Produkcji:USA :8,Rok Produkcji:2020 :9,;0;new;1;;;;;;;;;;;;;
2;1;Kraina lodu 2 (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_2;demo_2;;;;;;;;;;;;;1;;0;both;;;;Film;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Buck Chris  Lee Jennifer  :3,Czas trwania [min]:99 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
3;1;Czarownica 2 (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_3;demo_3;;;;;;;;;;;;;1;;0;both;;;;Film;„Czarownica 2” z Angeliną Jolie w roli głównej to dalszy ciąg historii najsłynniejszego czarnego charakteru Disneya. Po wielu wspólnych szczęśliwych latach relacja Diaboliny i jej córki chrzestnej Aurory zostaje wystawiona na ciężką próbę. Przyczyną jest zbliżający się ślub Aurory. W życiu bohaterek pojawiają się nieoczekiwani sojusznicy i nowe, mroczne siły. Ich miłość okazuje się jednak mocniejsza, dzięki czemu żyją długo i szczęśliwie.;;;;;czarownica-2-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Joachim Rønning  :3,Czas trwania [min]:113 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
4;1;Paskudy. UglyDolls (DVD) + Książka;1003,1001,1000;8.12;1;5.94;1;;;;;demo_4;demo_4;;;;;;;;;;;;;1;;0;both;;;;Film;Niech żyją wyjątkowi, niezwykli, jedyni w swoim rodzaju! Poznajcie Paskudy – bohaterów nowej komedii dla całej rodziny, która udowadnia, że nie musisz być pięknym, żeby być wspaniałym!Paskudy są miłe, bystre i życzliwe, ale nietypowa uroda wyklucza je ze świata pięknych lalek, które mają nieść radość dzieciom. Pogodzone z losem wiodą spokojny żywot w położonym na uboczu Paskudowie. Dla małej zadziornej Moxy to jednak za mało. Ona pragnie poznać świat i zrozumieć, dlaczego Paskudy nie mogą trafiać do rąk dzieciaków. Razem z grupą przyjaciół przedostaje się do skostniałego, pełnego reguł miasta lalek idealnych. Wszystko tu jest eleganckie, symetryczne, ale zimne i pozbawione uroku. Czy poczucie humoru i niespożyta energia Moxy może to zmienić i udowodnić, że nie trzeba być idealnym by być wspaniałym?! Czy Paskudy mają szansę spełnić swoje marzenie, by nieść radość dzieciom? No raczej, bo przecież Paskudne jest cudne!;;;;;paskudy-uglydolls-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Dasan:0,Reżyseria:  Kelly Asbury   :3,Czas trwania [min]:84 :7,Kraj Produkcji:Chiny:8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
5;1;Western stars (DVD);1004,1001,1000;32.51;1;23.79;1;;;;;demo_5;demo_5;;;;;;;;;;;;;1;;0;both;;;;Film;Bruce Springsteen przenosi na ekran swój najnowszy studyjny album Western Stars, wykonując każdą z trzynastu piosenek z zespołem i orkiestrą w swojej prawie stuletniej stodole. Western Stars to debiut reżyserski Springsteena. W realizacji filmu brał udział jego stały współpracownik Thom Zimny, dzięki temu poznajemy życie i twórczość tego wielkiego amerykańskiego artysty z zupełnie innej strony. Film łączy materiały dokumentalne z koncertów, wspomnienia Springsteena i jego prywatne nagrania z zapierającymi dech w piersiach widokami amerykańskiego Zachodu. Jednym słowem – to opowieść o miłości i stracie, odosobnieniu, rodzinie i wiecznym poszukiwaniu bezkresnej przestrzeni.;;;;;western-stars-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Bruce Springsteen  :3,Czas trwania [min]:80 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
6;1;Mr. Gaga (DVD);1004,1001,1000;16.25;1;11.89;1;;;;;demo_6;demo_6;;;;;;;;;;;;;1;;0;both;;;;Film;„Mr. Gaga” opowiada o Ohadzie Naharinie, genialnym choreografie i prowadzonej przez niego Batsheva Dance Company. Reżyser Tomer Heymann przez 8 lat rejestrował spektakle i życie człowieka, który zrewolucjonizował język tańca. Naharin opracował język ruchu – GAGA, pozwalający zrozumieć związek ruchu i ciała z naszymi emocjami. W połączeniu z niepokazywanym dotychczas materiałem archiwalnym oraz fragmentami tanecznych spektakli Batshevy dostajemy fascynującą historię człowieka, który stał się ikoną tańca współczesnego.;;;;;mr-gaga-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Add Media:0,Reżyseria:  Tomer Heymann  :3,Czas trwania [min]:99 :7,Kraj Produkcji:Holandia:8,Rok Produkcji:2015 :9,;0;new;1;;;;;;;;;;;;;
7;1;Nasze miejsce na Ziemi (DVD);1004,1001,1000;21.94;1;16.05;1;;;;;demo_7;demo_7;;;;;;;;;;;;;1;;0;both;;;;Film;Obsypany nagrodami na kilkunastu festiwalach filmowych niezwykły film dokumentalny, który ogląda się jak najlepszą fabułę. Realizowany przez osiem lat hołd złożony niezwykłemu bogactwu otaczającej nas przyrody, którą musimy nauczyć się rozumieć zanim będzie za późno. Nieocenione źródło wiedzy o świecie, który okazuje się znacznie bardziej niezwykły, niż nam się wydaje.Znakomity reżyser John Chester wraz z żoną Molly muszą opuścić swoje małe mieszkanko w Los Angeles. Wszystko za sprawą ukochanego psa Todda, którego szczekanie drażni sąsiadów. Chesterowie traktują swoje wygnanie jako pretekst do realizacji marzenia o własnej farmie, funkcjonującej w zgodzie z prawami natury. 80 hektarów ziemi w upalnej Kalifornii staje się odtąd ich nowym domem. Z pomocą przyjaciół i zapaleńców z całego świata, Jack i Molly realizują wyjątkowy projekt: 10 tysięcy drzew, ponad 200 rodzajów upraw i dziesiątki gatunków zwierząt żyjących w zgodzie ze sobą i swoją naturą, a wszystko to bez udziału szkodliwej chemii i bezdusznej technologii.;;;;;nasze-miejsce-na-ziemi-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Dasan:0,Reżyseria:  John Chester  :3,Czas trwania [min]:88 :7,Kraj Produkcji:USA :8,Rok Produkcji:2018 :9,;0;new;1;;;;;;;;;;;;;
8;1;Amy;1004,1001,1000;16.25;1;11.89;1;;;;;demo_8;demo_8;;;;;;;;;;;;;1;;0;both;;;;Film;"Nieznana, prawdziwa historia wielkiej gwiazdy – błyskotliwej dziewczyny, obdarzonej wyjątkowym talentem, która w rekordowo krótkim czasie osiągnęła szczyty sławy. Przejmująca opowieść o inteligentnej i skomplikowanej kobiecie, która chciała tylko, aby ją kochano. Kim była naprawdę Amy Winehouse, która z dnia na dzień stała się ikoną światowej muzyki? Jak odmieniło ją spotkanie z mężczyzną, którego obdarzyła uczuciem silniejszym niż narkotyk? Co ukrywała przed światem? Dlaczego zginęła w tajemniczych okolicznościach w wieku zaledwie 27 lat? „Amy” to trzymająca w napięciu historia, stworzona z nieznanych dotąd materiałów, kręconych ukradkiem ujęć, zbliżeń i wyznań. Przejmujący film, który ukazuje prawdziwą historię, znaną tylko z plotkarskich portali i pierwszych stron gazet. Amy Winehouse – z dala od kamer, prywatnie, intymnie, a także na scenie w świetle reflektorów. Jej talent, miłość i tajemnica w filmowym wydarzeniu, które zachwyciło i wzruszyło światową widownię.
";;;;;amy;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Add Media:0,Reżyseria:  Kapadia Asif   :3,Czas trwania [min]:127 :5,Kraj Produkcji:Wielka Brytania :6,Rok Produkcji:2015 :7,;0;new;1;;;;;;;;;;;;;
9;1;Tylko sprawiedliwość (DVD);1005,1001,1000;32.51;1;23.79;1;;;;;demo_9;demo_9;;;;;;;;;;;;;1;;0;both;;;;Film;Przejmująca historia absolwenta Harvardu Bryna Stevensona, który odrzuca lukratywne propozycje pracy, by w Alabamie bronić niesłusznie oskarżonych. Wspierany przez miejscową adwokat podejmuje się głośnej sprawy McMilliana skazanego na śmierć za morderstwo. W obliczu jawnego rasizmu i politycznych gierek Bryan broni Waltera i innych skazańców.;;;;;tylko-sprawiedliwosc-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Destin Daniel Cretton  :3,Czas trwania [min]:132 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
10;1;Big Love;1005,1001,1000;4.06;1;2.97;1;;;;;demo_10;demo_10;;;;;;;;;;;;;1;;0;both;;;;Film;"Big Love to polski film fabularny z 2012 roku w reżyserii Barbary Białowąs. W rolach głównych wystąpili Aleksandra Hamkało oraz Antoni Pawlicki.
";;;;;big-love-1;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Monolith:0,Reżyseria:  Białowąs Barbara   :3,Czas trwania [min]:96 :7,Kraj Produkcji:Polska :8,Rok Produkcji:2012 :9,;0;new;1;;;;;;;;;;;;;
