Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images(0 = No, 1 = Yes);Feature(Name: Value: Position);Available online only(0 = No, 1 = Yes);Condition;Customizable(0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories(x, y, z...)
1;1;Naprzód (DVD);1003,1001,1000;32.51;1;23.79;1;;;;;demo_1;demo_1;;;;;;;;;;;;603;1;;0;both;;;;;Najnowsza produkcja ze studia Disney Pixar.;;;;;naprzod-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Scanlon Dan   :3,Czas trwania [min]:98 :7,Kraj Produkcji:USA :8,Rok Produkcji:2020 :9,;0;new;1;;;;;;;;;;;;;
2;1;Western stars (DVD);1004,1001,1000;32.51;1;23.79;1;;;;;demo_2;demo_2;;;;;;;;;;;;720;1;;0;both;;;;;Bruce Springsteen przenosi na ekran swój najnowszy studyjny album Western Stars, wykonując każdą z trzynastu piosenek z zespołem i orkiestrą w swojej prawie stuletniej stodole. Western Stars to debiut reżyserski Springsteena. W realizacji filmu brał udział jego stały współpracownik Thom Zimny, dzięki temu poznajemy życie i twórczość tego wielkiego amerykańskiego artysty z zupełnie innej strony. Film łączy materiały dokumentalne z koncertów, wspomnienia Springsteena i jego prywatne nagrania z zapierającymi dech w piersiach widokami amerykańskiego Zachodu. Jednym słowem – to opowieść o miłości i stracie, odosobnieniu, rodzinie i wiecznym poszukiwaniu bezkresnej przestrzeni.;;;;;western-stars-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Bruce Springsteen  :3,Czas trwania [min]:80 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
3;1;Tylko sprawiedliwość (DVD);1005,1001,1000;32.51;1;23.79;1;;;;;demo_3;demo_3;;;;;;;;;;;;118;1;;0;both;;;;;Przejmująca historia absolwenta Harvardu Bryna Stevensona, który odrzuca lukratywne propozycje pracy, by w Alabamie bronić niesłusznie oskarżonych. Wspierany przez miejscową adwokat podejmuje się głośnej sprawy McMilliana skazanego na śmierć za morderstwo. W obliczu jawnego rasizmu i politycznych gierek Bryan broni Waltera i innych skazańców.;;;;;tylko-sprawiedliwosc-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Destin Daniel Cretton  :3,Czas trwania [min]:132 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
4;1;Gwiezdne Wojny: Skywalker. Odrodzenie (DVD);1006,1001,1000;28.45;1;20.82;1;;;;;demo_4;demo_4;;;;;;;;;;;;699;1;;0;both;;;;;Lucasfilm i reżyser J.J. Abrams ponownie łączą siły, aby zabrać widzów w spektakularną podróż do odległej galaktyki. Film „Gwiezdne wojny: Skywalker. Odrodzenie” to fascynujące zakończenie sagi Skywalkerów – narodzą się nowe legendy i ostatecznie zostanie rozstrzygnięta bitwa o wolność.;;;;;gwiezdne-wojny-skywalker-odrodzenie-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Abrams Jeffrey Jacob   :3,Czas trwania [min]:136 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
5;1;Urge;1007,1001,1000;4.06;1;2.97;1;;;;;demo_5;demo_5;;;;;;;;;;;;730;1;;0;both;;;;;Pierce Brosnan („Ocalona”, „November Man”), Danny Masterton („Różowe lata 70.”) i Justin Chatwin („Niewidzialny”, „Wojna światów”) w reżyserskim debiucie Aarona Kaufmana, producenta „Sin City 2: Damulka warta grzechu” i „Maczeta zabija”.Czwórka przyjaciół zamierza spędzić szampański weekend na tropikalnej wyspie. Zabawa nabiera tempa, gdy poznają tajemniczego właściciela klubu nocnego (Pierce Brosnan), który proponuje im spróbowanie nowego, eksperymentalnego narkotyku. Pobudzeni, pozbawieni zahamowań, wcielają w życie swoje najdziksze fantazje. Gdy zafascynowani tajemniczą substancją decydują się powtórzyć dawkę, narkotyk wywołuje nieoczekiwane efekty uboczne, a pobyt na rajskiej wyspie zamienia się w koszmar rodem z domu wariatów.;;;;;urge;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Monolith:0,Reżyseria:  Aaron Kaufman  :3,Czas trwania [min]:87 :5,Kraj Produkcji:USA :6,Rok Produkcji:2016 :7,;0;new;1;;;;;;;;;;;;;
6;1;Latynoski ogier (DVD) + Książka;1008,1001,1000;4.06;1;2.97;1;;;;;demo_6;demo_6;;;;;;;;;;;;353;1;;0;both;;;;;25 lat temu Maximo (Eugenio Derbez) był playboyem, któremu nie oparła się żadna. Z uwodzenia kobiet uczynił sposób na życie, by ostatecznie poślubić dużo starszą od siebie milionerkę. Żył przy niej jak król. Gdy jednak pewnego dnia odkrył, że ta nie była mu wierna, postanowił zacząć życie od nowa. Bez pieniędzy, pracy i dachu nad głową. Gdy udało mu się odnaleźć dawno niewidzianą siostrę (Salma Hayek), okazało się, że ta samotnie wychowuje syna. Maximo postanawia wprowadzić dorastającego chłopca w tajniki uwodzenia. Czy rola mentora pomoże mu ponownie uwierzyć w siebie i odzyskać dawny urok?;;;;;latynoski-ogier-dvd-ksiazka;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Monolith:0,Reżyseria:  Ken Marino  :3,Czas trwania [min]:111 :5,Kraj Produkcji:USA :6,Rok Produkcji:2017 :7,;0;new;1;;;;;;;;;;;;;
7;1;Zenek (DVD);1009,1001,1000;19.50;1;14.27;1;;;;;demo_7;demo_7;;;;;;;;;;;;338;1;;0;both;;;;;„Zenek” to oparta na biografii Zenona Martyniuka historia chłopaka z podlaskiej wsi, który realizuje swoje wielkie marzenie: śpiewa i bawi ludzi. Film ukazuje drogę Zenona do wielkiego sukcesu, który osiągnął dzięki uporowi, ciężkiej pracy i wielu wyrzeczeniom. Król disco polo jest tylko jeden!;;;;;zenek-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Tvp:0,Reżyseria:  Hryniak Jan   :3,Czas trwania [min]:110 :7,Kraj Produkcji:Polska :8,Rok Produkcji:2020 :9,;0;new;1;;;;;;;;;;;;;
8;1;Dżentelmeni (DVD);1010,1001,1000;16.25;1;11.89;1;;;;;demo_8;demo_8;;;;;;;;;;;;278;1;;0;both;;;;;Guy Ritchie, twórca kultowego „Przekrętu” i „Porachunków”, odpowiedzialny za reaktywację Sherlocka Holmesa, Króla Artura i Aladyna, powraca w gangsterskie rewiry. Brytyjska odpowiedź na „Pulp Fiction” na miarę XXI wieku!Londyński półświatek obiega plotka, że Mickey Pearson (Matthew McConaughey), Amerykanin, który zbudował tu narkotykowe imperium, chce się wycofać z rynku. Może nie służy mu klimat albo obawia się brexitu. Grunt, że rodowici brytyjscy bandyci węszą okazję do przejęcia jego biznesu. Sypią się oferty, groźby, pochlebstwa. Niektórzy próbują szantażu albo przekupstwa. Pearson jednak najwyraźniej nie podjął jeszcze ostatecznej decyzji. By mu w tym pomóc, niektórzy bardziej niecierpliwi sięgają po broń. A pewien cwany i dowcipny dziennikarz (Hugh Grant) szykuje przekręt, który może zmienić reguły gry. Pearson okazuje się jednak mistrzem gangsterskiej wolnej amerykanki. Zaczyna się bardzo kosztowna wojna. Ale dżentelmeni przecież nie rozmawiają o pieniądzach.;;;;;dzentelmeni-dvd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Dasan:0,Reżyseria:  Ritchie Guy   :3,Czas trwania [min]:109 :7,Kraj Produkcji:USA:8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
9;1;Kraina lodu 2 (BD);1011,1002,1000;64.96;1;47.53;1;;;;;demo_9;demo_9;;;;;;;;;;;;857;1;;0;both;;;;;Wielokrotnie nagradzani twórcy światowego fenomenu powracają z filmem! W „Krainie lodu II” znanym postaciom towarzyszy zupełnie nowa muzyka. Elsa, Anna, Kristoff, Olaf i Sven wyruszają z Arendelle do Zaklętej Puszczy oraz za Mroczne Morze. Czy Elsie uda się poznać prawdę o jej przeszłości oraz odkryć co zagraża królestwu?;;;;;kraina-lodu-2-bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Galapagos:0,Reżyseria:  Buck Chris  Lee Jennifer  :3,Czas trwania [min]:103 :7,Kraj Produkcji:USA :8,Rok Produkcji:2019 :9,;0;new;1;;;;;;;;;;;;;
10;1;Błękitna planeta 2 (3BD);1012,1002,1000;81.22;1;59.43;1;;;;;demo_10;demo_10;;;;;;;;;;;;659;1;;0;both;;;;;"""Błękitna planeta 2"" to przedsięwzięcie przełomowe. Wraz z kolejnym pokoleniem i rozwojem technologii, BBC powraca do podwodnego świata w drugiej odsłonie swojej sztandarowej produkcji. Nikt nigdy wcześniej nie zrealizował tak zapierających dech w piersiach, podwodnych zdjęć. Oto inspirująca podróż po największej, a jednocześnie najmniej znanej krainie naszej planety - tajemniczym świecie mórz i oceanów.Cztery lata pracy 25-osobowego zespołu, 125 ekspedycji do 39 krajów na wszystkich kontynentach i ponad 6 tys. godz. pod wodą - tyle wysiłku kosztowała ""Błękitna planeta 2"". Dzięki niesamowitej wytrwałości, pasji i zaangażowaniu powstała produkcja, która umożliwia widzom uchwycenie życia niezwykłych morskich stworzeń, przenosząc w ich magiczne światy. W tej niezwykłej podróży towarzyszy widzom Sir David Attenborough, a całą serię doskonale dopełnia muzyka Hansa Zimmera oraz zespołu Radiohead.";;;;;blekitna-planeta-2-3bd;Produkt dostępny;Zamówienie dozwolone;1;;;1;;;1;Producent:Best Film:0,Reżyseria:  Brownlow Mark  :3,Czas trwania [min]:435 :6,Kraj Produkcji:Wielka Brytania :7,Rok Produkcji:2017 :8,;0;new;1;;;;;;;;;;;;;
